,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
76048,radiohead,vegetable,1993,rock,want work hard try hard domestic fight hard die long time run time run fear want break bone scar face home word surround asphyxiate burn hate time run time run vegetable control spit hand feed control water spray water water spray water time gonna vegetable control spit hand feed control,50,0.001315789487510044,0.37034236968748113,0.0013157895070339723,0.15648064153841165,0.001315789473732719,0.12070580699685883,0.0013157895132268472,0.0013157895245848217,0.0013157895011699863,0.0013157895892863666,0.0013157895153460772,0.0013157895061483974,0.0013157894861860323,0.001315789477949609,0.0013157895588757139,0.0013157894738922617,0.34907397378966754,0.6868446016973053,0.0028202839561083898,0.575910931174089,0.40849134377576257,0.7177089014191435,violence,0.38571428571428573
